I1028 12:35:14.737182       1 flags.go:52] FLAG: --address=":8085"
I1028 15:52:38.527454       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=true isDeleteInProgress=false
I1028 15:52:48.536062       1 static_autoscaler.go:147] Starting main loop
I1028 15:52:48.536116       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT]
I1028 15:52:48.727554       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 15:53:48.727546575 +0000 UTC m=+11914.118730276
I1028 15:52:48.727795       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:52:48.727812       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:52:48.727860       1 static_autoscaler.go:320] No schedulable pods
I1028 15:52:48.727878       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:52:48.727893       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:52:48.727915       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:52:48.727944       1 scale_down.go:410] Node ip-192-168-19-42.ec2.internal - utilization 0.587565
I1028 15:52:48.727959       1 scale_down.go:410] Node ip-192-168-57-200.ec2.internal - utilization 0.587565
I1028 15:52:48.728009       1 cluster.go:90] Fast evaluation: ip-192-168-19-42.ec2.internal for removal
I1028 15:52:48.728040       1 cluster.go:222] Evaluation ip-192-168-122-52.ec2.internal for default/monte-carlo-pi-service-5d6858c99d-tbd2x -> GeneralPredicates predicate mismatch, reason: node(s) didn't match node selector
I1028 15:52:48.728054       1 cluster.go:222] Evaluation ip-192-168-57-200.ec2.internal for default/monte-carlo-pi-service-5d6858c99d-tbd2x -> PodFitsResources predicate mismatch, reason: Insufficient cpu
I1028 15:52:48.728067       1 cluster.go:126] Fast evaluation: node ip-192-168-19-42.ec2.internal is not suitable for removal: failed to find place for default/monte-carlo-pi-service-5d6858c99d-tbd2x
I1028 15:52:48.728073       1 cluster.go:90] Fast evaluation: ip-192-168-57-200.ec2.internal for removal
I1028 15:52:48.728086       1 cluster.go:222] Evaluation ip-192-168-19-42.ec2.internal for default/monte-carlo-pi-service-5d6858c99d-42srt -> PodFitsResources predicate mismatch, reason: Insufficient cpu
I1028 15:52:48.728098       1 cluster.go:222] Evaluation ip-192-168-122-52.ec2.internal for default/monte-carlo-pi-service-5d6858c99d-42srt -> GeneralPredicates predicate mismatch, reason: node(s) didn't match node selector
I1028 15:52:48.728110       1 cluster.go:126] Fast evaluation: node ip-192-168-57-200.ec2.internal is not suitable for removal: failed to find place for default/monte-carlo-pi-service-5d6858c99d-42srt
I1028 15:52:48.728124       1 scale_down.go:496] 2 nodes found to be unremovable in simulation, will re-check them at 2020-10-28 15:57:48.536033713 +0000 UTC m=+12153.927217395
I1028 15:52:48.728149       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:52:58.737627       1 static_autoscaler.go:147] Starting main loop
I1028 15:52:58.737969       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:52:58.737990       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:52:58.738054       1 static_autoscaler.go:320] No schedulable pods
I1028 15:52:58.738071       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:52:58.738084       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:52:58.738097       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:52:58.738144       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:52:58.738206       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:52:58.738236       1 static_autoscaler.go:412] Starting scale down
I1028 15:52:58.738275       1 scale_down.go:706] No candidates for scale down
I1028 15:53:01.978569       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.PersistentVolume total 0 items received
I1028 15:53:08.747181       1 static_autoscaler.go:147] Starting main loop
I1028 15:53:08.747521       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:53:08.747539       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:53:08.747600       1 static_autoscaler.go:320] No schedulable pods
I1028 15:53:08.747617       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:53:08.747629       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:53:08.747642       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:53:08.747689       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:53:08.747750       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:53:08.747777       1 static_autoscaler.go:412] Starting scale down
I1028 15:53:08.747815       1 scale_down.go:706] No candidates for scale down
I1028 15:53:18.757519       1 static_autoscaler.go:147] Starting main loop
I1028 15:53:18.757817       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:53:18.757835       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:53:18.757891       1 static_autoscaler.go:320] No schedulable pods
I1028 15:53:18.757906       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:53:18.757930       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:53:18.757945       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:53:18.757987       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:53:18.758041       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:53:18.758067       1 static_autoscaler.go:412] Starting scale down
I1028 15:53:18.758126       1 scale_down.go:706] No candidates for scale down
I1028 15:53:28.767641       1 static_autoscaler.go:147] Starting main loop
I1028 15:53:28.767954       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:53:28.767973       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:53:28.768027       1 static_autoscaler.go:320] No schedulable pods
I1028 15:53:28.768042       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:53:28.768053       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:53:28.768066       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:53:28.768109       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:53:28.768164       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:53:28.768189       1 static_autoscaler.go:412] Starting scale down
I1028 15:53:28.768225       1 scale_down.go:706] No candidates for scale down
I1028 15:53:38.777162       1 static_autoscaler.go:147] Starting main loop
I1028 15:53:38.777479       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:53:38.777497       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:53:38.777580       1 static_autoscaler.go:320] No schedulable pods
I1028 15:53:38.777595       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:53:38.777607       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:53:38.777620       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:53:38.777694       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:53:38.777759       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:53:38.777787       1 static_autoscaler.go:412] Starting scale down
I1028 15:53:38.777820       1 scale_down.go:706] No candidates for scale down
I1028 15:53:48.787862       1 static_autoscaler.go:147] Starting main loop
I1028 15:53:48.787922       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 15:53:48.925048       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 15:54:48.925040096 +0000 UTC m=+11974.316223854
I1028 15:53:48.925342       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:53:48.925359       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:53:48.925421       1 static_autoscaler.go:320] No schedulable pods
I1028 15:53:48.925436       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:53:48.925447       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:53:48.925460       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:53:48.925502       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:53:48.925568       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:53:48.925590       1 static_autoscaler.go:412] Starting scale down
I1028 15:53:48.925625       1 scale_down.go:706] No candidates for scale down
I1028 15:53:58.934684       1 static_autoscaler.go:147] Starting main loop
I1028 15:53:58.935000       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:53:58.935015       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:53:58.935072       1 static_autoscaler.go:320] No schedulable pods
I1028 15:53:58.935085       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:53:58.935096       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:53:58.935112       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:53:58.935150       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:53:58.935205       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:53:58.935230       1 static_autoscaler.go:412] Starting scale down
I1028 15:53:58.935265       1 scale_down.go:706] No candidates for scale down
I1028 15:54:08.286136       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:253: Watch close - *v1.Node total 24 items received
I1028 15:54:08.944799       1 static_autoscaler.go:147] Starting main loop
I1028 15:54:08.945172       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:54:08.945191       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:54:08.945268       1 static_autoscaler.go:320] No schedulable pods
I1028 15:54:08.945285       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:54:08.945298       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:54:08.945312       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:54:08.945360       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:54:08.945421       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:54:08.945449       1 static_autoscaler.go:412] Starting scale down
I1028 15:54:08.945490       1 scale_down.go:706] No candidates for scale down
I1028 15:54:18.954133       1 static_autoscaler.go:147] Starting main loop
I1028 15:54:18.954474       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:54:18.954493       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:54:18.954560       1 static_autoscaler.go:320] No schedulable pods
I1028 15:54:18.954576       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:54:18.954589       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:54:18.954608       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:54:18.954651       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:54:18.954750       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:54:18.954782       1 static_autoscaler.go:412] Starting scale down
I1028 15:54:18.954820       1 scale_down.go:706] No candidates for scale down
I1028 15:54:28.963371       1 static_autoscaler.go:147] Starting main loop
I1028 15:54:28.963714       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:54:28.963732       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:54:28.963796       1 static_autoscaler.go:320] No schedulable pods
I1028 15:54:28.963812       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:54:28.963825       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:54:28.963840       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:54:28.963890       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:54:28.963954       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:54:28.963983       1 static_autoscaler.go:412] Starting scale down
I1028 15:54:28.964021       1 scale_down.go:706] No candidates for scale down
I1028 15:54:30.075101       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.PersistentVolumeClaim total 0 items received
I1028 15:54:38.973644       1 static_autoscaler.go:147] Starting main loop
I1028 15:54:38.973919       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:54:38.973936       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:54:38.973987       1 static_autoscaler.go:320] No schedulable pods
I1028 15:54:38.974006       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:54:38.974021       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:54:38.974036       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:54:38.974073       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:54:38.974127       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:54:38.974153       1 static_autoscaler.go:412] Starting scale down
I1028 15:54:38.974185       1 scale_down.go:706] No candidates for scale down
I1028 15:54:42.774837       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:339: Watch close - *v1.Job total 0 items received
I1028 15:54:45.379997       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:190: Watch close - *v1.Pod total 18 items received
I1028 15:54:48.982896       1 static_autoscaler.go:147] Starting main loop
I1028 15:54:48.982954       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 15:54:49.119382       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 15:55:49.119376271 +0000 UTC m=+12034.510559972
I1028 15:54:49.120110       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:54:49.120142       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:54:49.120229       1 static_autoscaler.go:320] No schedulable pods
I1028 15:54:49.120244       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:54:49.120257       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:54:49.120272       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:54:49.120319       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:54:49.120373       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:54:49.120394       1 static_autoscaler.go:412] Starting scale down
I1028 15:54:49.120428       1 scale_down.go:706] No candidates for scale down
I1028 15:54:59.132997       1 static_autoscaler.go:147] Starting main loop
I1028 15:54:59.133305       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:54:59.133325       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:54:59.133396       1 static_autoscaler.go:320] No schedulable pods
I1028 15:54:59.133410       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:54:59.133421       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:54:59.133435       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:54:59.133478       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:54:59.133573       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:54:59.133600       1 static_autoscaler.go:412] Starting scale down
I1028 15:54:59.133635       1 scale_down.go:706] No candidates for scale down
I1028 15:55:05.981313       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.StorageClass total 0 items received
I1028 15:55:09.142993       1 static_autoscaler.go:147] Starting main loop
I1028 15:55:09.143323       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:55:09.143341       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:55:09.143395       1 static_autoscaler.go:320] No schedulable pods
I1028 15:55:09.143409       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:55:09.143420       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:55:09.143431       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:55:09.143471       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:55:09.143534       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:55:09.143560       1 static_autoscaler.go:412] Starting scale down
I1028 15:55:09.143593       1 scale_down.go:706] No candidates for scale down
I1028 15:55:19.152893       1 static_autoscaler.go:147] Starting main loop
I1028 15:55:19.153654       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:55:19.153690       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:55:19.153771       1 static_autoscaler.go:320] No schedulable pods
I1028 15:55:19.153786       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:55:19.153796       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:55:19.153808       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:55:19.153868       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:55:19.153940       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:55:19.153969       1 static_autoscaler.go:412] Starting scale down
I1028 15:55:19.154025       1 scale_down.go:706] No candidates for scale down
I1028 15:55:29.163550       1 static_autoscaler.go:147] Starting main loop
I1028 15:55:29.163887       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:55:29.163905       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:55:29.163961       1 static_autoscaler.go:320] No schedulable pods
I1028 15:55:29.163977       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:55:29.163987       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:55:29.164002       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:55:29.164039       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:55:29.164093       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:55:29.164122       1 static_autoscaler.go:412] Starting scale down
I1028 15:55:29.164156       1 scale_down.go:706] No candidates for scale down
I1028 15:55:39.173309       1 static_autoscaler.go:147] Starting main loop
I1028 15:55:39.173631       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:55:39.173647       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:55:39.173700       1 static_autoscaler.go:320] No schedulable pods
I1028 15:55:39.173734       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:55:39.173745       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:55:39.173761       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:55:39.173798       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:55:39.173879       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 15:55:39.173906       1 static_autoscaler.go:412] Starting scale down
I1028 15:55:39.173941       1 scale_down.go:706] No candidates for scale down
I1028 15:55:40.573253       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:280: Watch close - *v1.Node total 27 items received
I1028 15:55:42.675564       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:215: Watch close - *v1.Pod total 32 items received
I1028 15:55:49.182707       1 static_autoscaler.go:147] Starting main loop
I1028 15:55:49.182791       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 15:55:49.377032       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 15:56:49.377024813 +0000 UTC m=+12094.768208515
I1028 15:55:49.377256       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 15:55:49.377274       1 static_autoscaler.go:303] Filtering out schedulables
I1028 15:55:49.377313       1 static_autoscaler.go:320] No schedulable pods
I1028 15:55:49.377333       1 static_autoscaler.go:328] No unschedulable pods
I1028 15:55:49.377345       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 15:55:49.377358       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 15:55:49.377392       1 scale_down.go:379] Scale-down calculation: ignoring 2 nodes unremovable in the last 5m0s
I1028 15:55:49.377440       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 15:50:58.033899904 +0000 UTC m=+11743.425083639 lastScaleDownDeleteTime=2020-10-28 15:44:46.287306511 +0000 UTC m=+11371.678490270 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
